1	SKU ID	SKU_CODE	SKU INTLNAME	SKU LOCALNAME	SKU PRICE	PRD ID	PRD INTLNAME	PRD LOCALNAME	PRD SHORTDESC	LIN ID	FRANCHISEEN	FRANCHISECH	PCT ID CATEGORY	CATEGORYEN	CATEGORYCH	PCT ID ROUTINE	ROUTINEEN	ROUTINECH	备注	产品形式	功能系列	名称系列	二级分类	三级级分类	商品层-带作用系列	规范SKU名-规格	规格（ml）		产品组合明细	店铺
G1157301	26782	G1157301	HA Moisture AD shampoo 700ml	透明质酸水润去屑洗发露700ml	67	870	Hyaluronic Moisture transparent Shampoo	欧莱雅透明质酸水润去屑洗发露(倍爽）	0	1029	Hyaluronic Moisture	透明质酸	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		透明质酸	洗发	洗发	透明质酸水润去屑洗发露	透明质酸水润去屑洗发露-700ml	700ml			美发
G1157305	31329	G1157305	HA Moisture AD shampoo 700ml 2016 reno	透明质酸水润去屑洗发露（倍润）700ml	67	870	Hyaluronic Moisture transparent Shampoo	欧莱雅透明质酸水润去屑洗发露(倍爽）	0	1029	Hyaluronic Moisture	透明质酸	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		透明质酸	洗发	洗发	透明质酸水润去屑洗发露(倍润)	透明质酸水润去屑洗发露(倍润)-700ml	700ml			美发
G1157401	14609	G1157401	LRL Hyaluron Moisture shampoo 700ml	欧莱雅透明质酸水润洗发露 700ml	67	675	Hyaluronic Moisture Shampoo 	欧莱雅透明质酸水润洗发露	0	1029	Hyaluronic Moisture	透明质酸	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		透明质酸	洗发	洗发	透明质酸水润去屑洗发露	透明质酸水润去屑洗发露-700ml	700ml			美发
G1157401	25126	G1157401	LRL Hyaluron Moisture shampoo 700ml	欧莱雅透明质酸水润洗发露 700ml	67	675	Hyaluronic Moisture Shampoo 	欧莱雅透明质酸水润洗发露	0	1029	Hyaluronic Moisture	透明质酸	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		透明质酸	洗发	洗发	透明质酸水润去屑洗发露	透明质酸水润去屑洗发露-700ml	700ml			美发
G1157401	25700	G1157401	LRL Hyaluron Moisture shampoo 700ml	欧莱雅透明质酸水润洗发露 700ml	67	675	Hyaluronic Moisture Shampoo 	欧莱雅透明质酸水润洗发露	0	1029	Hyaluronic Moisture	透明质酸	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		透明质酸	洗发	洗发	透明质酸水润去屑洗发露	透明质酸水润去屑洗发露-700ml	700ml			美发
G1157403	31330	G1157403	LRL Hyaluronic Moisture Shampoo 700ml	欧莱雅透明质酸水润洗发露 700ml	67	675	Hyaluronic Moisture Shampoo 	欧莱雅透明质酸水润洗发露	0	1029	Hyaluronic Moisture	透明质酸	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		透明质酸	洗发	洗发	透明质酸水润去屑洗发露	透明质酸水润去屑洗发露-700ml	700ml			美发
G1157501	13243	G1157501	Multi Repair AD shampoo 700ml	多效修复去屑洗发露700ml	67	893	Multi Repair AD shampoo	多效修复去屑洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复去屑洗发露	多效修复去屑洗发露-700ml	700ml			美发
G1157501	23669	G1157501	Multi Repair AD shampoo 700ml	多效修复去屑洗发露700ml	67	893	Multi Repair AD shampoo	多效修复去屑洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复去屑洗发露	多效修复去屑洗发露-700ml	700ml			美发
G1157502	25319	G1157502	LRL MR5 Anti-dandruff SHAMPOO 700ml	欧莱雅多效修复去屑洗发露 700ml	67	893	Multi Repair AD shampoo	多效修复去屑洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复去屑洗发露	多效修复去屑洗发露-700ml	700ml			美发
G1157505	31331	G1157505	Multi Repair AD shampoo 700ml(2016 reno)	多效修复去屑洗发露700ml(2016 reno)	67	893	Multi Repair AD shampoo	多效修复去屑洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复去屑洗发露	多效修复去屑洗发露-700ml	700ml			美发
G1157601	13037	G1157601	Multi Repair shampoo 700ml	多效修复洗发露700ml	67	688	Multi Repair shampoo 	多效修复洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复洗发露	多效修复洗发露-700ml	700ml			美发
G1157601	22007	G1157601	Multi Repair shampoo 700ml	多效修复洗发露700ml	67	688	Multi Repair shampoo 	多效修复洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复洗发露	多效修复洗发露-700ml	700ml			美发
G1157601	25684	G1157601	Multi Repair shampoo 700ml	多效修复洗发露700ml	67	688	Multi Repair shampoo 	多效修复洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复洗发露	多效修复洗发露-700ml	700ml			美发
G1157602	26795	G1157602	Multi Repair 5 shampoo 700ml	欧莱雅多效修复洗发露 700ml	67	688	Multi Repair shampoo 	多效修复洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复洗发露	多效修复洗发露-700ml	700ml			美发
G1157605	31332	G1157605	MR shampoo 700ml 2016 reno	多效修复洗发露700ml (2016 reno)	67	688	Multi Repair shampoo 	多效修复洗发露	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	洗发	洗发	多效修复洗发露	多效修复洗发露-700ml	700ml			美发
G1157701	13231	G1157701	Argan Nourish Shampoo 700ml	精油润养洗发露700ml	67	672	Argan Nourish Shampoo 	精油润养洗发露	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	洗发	洗发	精油润养洗发露	精油润养洗发露-700ml	700ml			美发
G1157701	23479	G1157701	Argan Nourish Shampoo 700ml	精油润养洗发露700ml	67	672	Argan Nourish Shampoo 	精油润养洗发露	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	洗发	洗发	精油润养洗发露	精油润养洗发露-700ml	700ml			美发
G1157701	25686	G1157701	Argan Nourish Shampoo 700ml	精油润养洗发露700ml	67	672	Argan Nourish Shampoo 	精油润养洗发露	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	洗发	洗发	精油润养洗发露	精油润养洗发露-700ml	700ml			美发
G1157801	12888	G1157801	Argan Nourish AD shampoo 700ml	精油润养去屑洗发露700ml	67	671	Argan Nourish AD shampoo 	精油润养去屑洗发露	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	洗发	洗发	精油润养去屑洗发露	精油润养去屑洗发露-700ml	700ml			美发
G1157801	21858	G1157801	Argan Nourish AD shampoo 700ml	精油润养去屑洗发露700ml	67	671	Argan Nourish AD shampoo 	精油润养去屑洗发露	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	洗发	洗发	精油润养去屑洗发露	精油润养去屑洗发露-700ml	700ml			美发
G1157801	25677	G1157801	Argan Nourish AD shampoo 700ml	精油润养去屑洗发露700ml	67	671	Argan Nourish AD shampoo 	精油润养去屑洗发露	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	洗发	洗发	精油润养去屑洗发露	精油润养去屑洗发露-700ml	700ml			美发
G1163501	12787	G1163501	MEX HE QUENCH MAX Aqua Gel 50ml	男士劲能冰酷水份露50ml	120	591	Hydra Energetic Quench Max Aqua Gel	欧莱雅男士劲能冰酷水份露 	0	94	Hydra Energetic	劲能系列	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		劲能	男士护理	男士面部乳霜	劲能冰酷水份露	劲能冰酷水份露-50ml	50ml			男士
G1163501	21757	G1163501	MEX HE QUENCH MAX Aqua Gel 50ml	男士劲能冰酷水份露50ml	120	591	Hydra Energetic Quench Max Aqua Gel	欧莱雅男士劲能冰酷水份露 	0	94	Hydra Energetic	劲能系列	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		劲能	男士护理	男士面部乳霜	劲能冰酷水份露	劲能冰酷水份露-50ml	50ml			男士
G1163501	23535	G1163501	MEX HE QUENCH MAX Aqua Gel 50ml	男士劲能冰酷水份露50ml	120	591	Hydra Energetic Quench Max Aqua Gel	欧莱雅男士劲能冰酷水份露 	0	94	Hydra Energetic	劲能系列	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		劲能	男士护理	男士面部乳霜	劲能冰酷水份露	劲能冰酷水份露-50ml	50ml			男士
G1163502	14517	G1163502	HE QUENCH MAX Gel 50ml with sticker	男士劲能冰酷水份露50ml 带贴纸	120	591	Hydra Energetic Quench Max Aqua Gel	欧莱雅男士劲能冰酷水份露 	0	94	Hydra Energetic	劲能系列	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		劲能	男士护理	男士面部乳霜	劲能冰酷水份露	劲能冰酷水份露-50ml	50ml			男士
G1163502	25023	G1163502	HE QUENCH MAX Gel 50ml with sticker	男士劲能冰酷水份露50ml 带贴纸	120	591	Hydra Energetic Quench Max Aqua Gel	欧莱雅男士劲能冰酷水份露 	0	94	Hydra Energetic	劲能系列	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		劲能	男士护理	男士面部乳霜	劲能冰酷水份露	劲能冰酷水份露-50ml	50ml			男士
G1163504	30317	G1163504	S MEX HE ICY QUENCH 50ml	欧莱雅男士劲能冰酷水份露 50ml	120	591	Hydra Energetic Quench Max Aqua Gel	欧莱雅男士劲能冰酷水份露 	0	94	Hydra Energetic	劲能系列	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		劲能	男士护理	男士面部乳霜	劲能冰酷水份露	劲能冰酷水份露-50ml	50ml			男士
G1166901	33371	G1166901	MEX PM volcano foam 50ml CN	欧莱雅男士火山岩控油清痘洁面膏50ml样	0	219	DUMMY	DUMMY	DUMMY DUMMY	0	0	0	0	0	0	0	0	0	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-50ml	50ml			男士
G1166904	47190	G1166904	MEX PM volcano foam samp 50ml CN	欧莱雅男士火山岩控油清痘洁面膏 50ML样	0	219	DUMMY	DUMMY	DUMMY DUMMY	0	0	0	0	0	0	0	0	0	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-50ml	50ml			男士
G1166904	47505	G1166904	MEX PM volcano foam samp 50ml CN	欧莱雅男士火山岩控油清痘洁面膏 50ML样	0	219	DUMMY	DUMMY	DUMMY DUMMY	0	0	0	0	0	0	0	0	0	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-50ml	50ml			男士
G1167001	12783	G1167001	Men Expert Pure & Matte Acne Deep Clear	欧莱雅男士火山岩控油清痘洁面膏 100ml	39	1002	MEX PM volcano foam CN	欧莱雅男士火山岩控油清痘洁面膏	0	93	Pure & Matte	控油保湿	6	MenExpert	MenExpert	24	Men clean	Men clean	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1167001	16061	G1167001	Men Expert Pure & Matte Acne Deep Clear	欧莱雅男士火山岩控油清痘洁面膏 100ml	39	1002	MEX PM volcano foam CN	欧莱雅男士火山岩控油清痘洁面膏	0	93	Pure & Matte	控油保湿	6	MenExpert	MenExpert	24	Men clean	Men clean	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1167001	21753	G1167001	Men Expert Pure & Matte Acne Deep Clear	欧莱雅男士火山岩控油清痘洁面膏 100ml	39	1002	MEX PM volcano foam CN	欧莱雅男士火山岩控油清痘洁面膏	0	93	Pure & Matte	控油保湿	6	MenExpert	MenExpert	24	Men clean	Men clean	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1167001	23532	G1167001	Men Expert Pure & Matte Acne Deep Clear	欧莱雅男士火山岩控油清痘洁面膏 100ml	39	1002	MEX PM volcano foam CN	欧莱雅男士火山岩控油清痘洁面膏	0	93	Pure & Matte	控油保湿	6	MenExpert	MenExpert	24	Men clean	Men clean	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1167002	27826	G1167002	MEX Pure & Matte Volcano Foam 100ml	欧莱雅男士火山岩控油清痘洁面膏 100ml	39	1002	MEX PM volcano foam CN	欧莱雅男士火山岩控油清痘洁面膏	0	93	Pure & Matte	控油保湿	6	MenExpert	MenExpert	24	Men clean	Men clean	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1167002OB	46690	G1167002OB	(Gift)MEX Pure & Matte Volcano Foam100ml	（赠品）欧莱雅男士火山岩控油清痘洁面膏 100ml	39	219	DUMMY	DUMMY	DUMMY DUMMY	0	0	0	0	0	0	0	0	0	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1167002R	36240	G1167002R	MEX Pure & Matte Volcano Foam 100ml vip	欧莱雅男士火山岩控油清痘洁面膏 100ml 会员	0	219	DUMMY	DUMMY	DUMMY DUMMY	0	0	0	0	0	0	0	0	0	ok	单品	Pure & Matte	火山岩	男士护理	男士洁面	火山岩控油清痘洁面膏-火奶	火山岩控油清痘洁面膏-火奶-100ml	100ml			男士
G1171101	12784	G1171101	MEX BB MEN INSTANT SHAPING LOTION 50ML	欧莱雅男士极速激活型肤露 50ML	110	642	BB MEN Skin Fixer 	欧莱雅男士极速激活型肤露	0	1018	BB MEN	男士BB	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-50ml	50ml			男士
G1171101	13058	G1171101	MEX BB MEN INSTANT SHAPING LOTION 50ML	欧莱雅男士极速激活型肤露 50ML	110	642	BB MEN Skin Fixer 	欧莱雅男士极速激活型肤露	0	1018	BB MEN	男士BB	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-50ml	50ml			男士
G1171101	21754	G1171101	MEX BB MEN INSTANT SHAPING LOTION 50ML	欧莱雅男士极速激活型肤露 50ML	110	642	BB MEN Skin Fixer 	欧莱雅男士极速激活型肤露	0	1018	BB MEN	男士BB	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-50ml	50ml			男士
G1171101	22028	G1171101	MEX BB MEN INSTANT SHAPING LOTION 50ML	欧莱雅男士极速激活型肤露 50ML	110	642	BB MEN Skin Fixer 	欧莱雅男士极速激活型肤露	0	1018	BB MEN	男士BB	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-50ml	50ml			男士
G1171101	24100	G1171101	MEX BB MEN INSTANT SHAPING LOTION 50ML	欧莱雅男士极速激活型肤露 50ML	110	642	BB MEN Skin Fixer 	欧莱雅男士极速激活型肤露	0	1018	BB MEN	男士BB	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-50ml	50ml			男士
G1171102	34519	G1171102	MEX BB MEN INSTANT SHAPING LOTION 50ML	欧莱雅男士极速激活型肤露 50ML	110	642	BB MEN Skin Fixer 	欧莱雅男士极速激活型肤露	0	1018	BB MEN	男士BB	6	MenExpert	MenExpert	32	Men care	Men care	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-50ml	50ml			男士
G1171201	27923	G1171201	MMEX BB MEN SKIN FIXER 5ml S	男士极速激活型肤露5ml样	0	219	DUMMY	DUMMY	DUMMY DUMMY	0	0	0	0	0	0	0	0	0	ok	单品		极速激活	男士护理	男士BB	极速激活型肤露	极速激活型肤露-5ml	5ml			男士
G1268801	13511	G1268801	Loreal Paris Extraordinary Oil 100ml	巴黎欧莱雅奇焕润发精油 100ml	85	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1268801	14106	G1268801	Loreal Paris Extraordinary Oil 100ml	巴黎欧莱雅奇焕润发精油 100ml	85	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1268801	23959	G1268801	Loreal Paris Extraordinary Oil 100ml	巴黎欧莱雅奇焕润发精油 100ml	85	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1268801	24180	G1268801	Loreal Paris Extraordinary Oil 100ml	巴黎欧莱雅奇焕润发精油 100ml	85	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1268801	25689	G1268801	Loreal Paris Extraordinary Oil 100ml	巴黎欧莱雅奇焕润发精油 100ml	85	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1268803	29215	G1268803	Extraordinary Oil 100ml	欧莱雅奇焕润发精油 100ml	85	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1268803R	36202	G1268803R	Extraordinary Oil 100ml vip	欧莱雅奇焕润发精油 100ml 会员	0	682	L'oreal Paris Extraordinary Oil 	欧莱雅奇焕润发精油 	0	1032	Extraordinary Oil	Extraordinary Oil	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		EO	护发	精油	奇焕润发精油	奇焕润发精油-100ml	100ml			美发
G1295601	15109	G1295601	CURL REPAIR MASK 250ml	欧莱雅卷烫修复护发膜 250ml	39	711	Curl Repair Mask	卷烫修复护发膜	0	992	Curl-Repair 	卷烫修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		卷烫修复	护发	发膜	卷烫修复护发膜	卷烫修复护发膜-250ml	250ml			美发
G1295601	25054	G1295601	CURL REPAIR MASK 250ml	欧莱雅卷烫修复护发膜 250ml	39	711	Curl Repair Mask	卷烫修复护发膜	0	992	Curl-Repair 	卷烫修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		卷烫修复	护发	发膜	卷烫修复护发膜	卷烫修复护发膜-250ml	250ml			美发
G1295601	26051	G1295601	CURL REPAIR MASK 250ml	欧莱雅卷烫修复护发膜 250ml	39	711	Curl Repair Mask	卷烫修复护发膜	0	992	Curl-Repair 	卷烫修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		卷烫修复	护发	发膜	卷烫修复护发膜	卷烫修复护发膜-250ml	250ml			美发
G1295701	14449	G1295701	Argan Nourish hair mask 250ml	精油润养护发膜 250ml	59	760	Argan Nourish hair mask 250ml	精油润养护发膜 250ml	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	护发	发膜	精油润养护发膜	精油润养护发膜-250ml	250ml			美发
G1295701	24747	G1295701	Argan Nourish hair mask 250ml	精油润养护发膜 250ml	59	760	Argan Nourish hair mask 250ml	精油润养护发膜 250ml	0	1027	Argan Nourish	精油润养	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		ON	护发	发膜	精油润养护发膜	精油润养护发膜-250ml	250ml			美发
G1295901	14450	G1295901	Multi Repair Hair Mask 250ml	欧莱雅多效修复护发膜250ml	59	895	Multi Repair Hair Mask	欧莱雅多效修复护发膜	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	护发	发膜	多效修复护发膜	多效修复护发膜-250ml	250ml			美发
G1295901	24735	G1295901	Multi Repair Hair Mask 250ml	欧莱雅多效修复护发膜250ml	59	895	Multi Repair Hair Mask	欧莱雅多效修复护发膜	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	护发	发膜	多效修复护发膜	多效修复护发膜-250ml	250ml			美发
G1295902	25414	G1295902	MR5 MASK 250ml	欧莱雅多效修复护发膜 250ml	59	895	Multi Repair Hair Mask	欧莱雅多效修复护发膜	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	护发	发膜	多效修复护发膜	多效修复护发膜-250ml	250ml			美发
G1295903	31426	G1295903	MR Hair Mask 250ml 2016 reno	欧莱雅多效修复护发膜250ml (2016 reno)	59	895	Multi Repair Hair Mask	欧莱雅多效修复护发膜	0	1031	Multi Repair	多效修复	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		多效修复	护发	发膜	多效修复护发膜	多效修复护发膜-250ml	250ml			美发
G1296001	14518	G1296001	Keratin Smooth Hair Mask 250ml	欧莱雅角质顺滑护发膜250ml	39	677	Keratin Smooth Hair Mask 	欧莱雅角质顺滑护发膜	0	1028	Arginine Resist	角质顺滑	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		角质顺滑	护发	发膜	角质顺滑护发膜	角质顺滑护发膜-250ml	250ml			美发
G1296001	25024	G1296001	Keratin Smooth Hair Mask 250ml	欧莱雅角质顺滑护发膜250ml	39	677	Keratin Smooth Hair Mask 	欧莱雅角质顺滑护发膜	0	1028	Arginine Resist	角质顺滑	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		角质顺滑	护发	发膜	角质顺滑护发膜	角质顺滑护发膜-250ml	250ml			美发
G1296001	25692	G1296001	Keratin Smooth Hair Mask 250ml	欧莱雅角质顺滑护发膜250ml	39	677	Keratin Smooth Hair Mask 	欧莱雅角质顺滑护发膜	0	1028	Arginine Resist	角质顺滑	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		角质顺滑	护发	发膜	角质顺滑护发膜	角质顺滑护发膜-250ml	250ml			美发
G1296002	31448	G1296002	KS Hair Mask 250ml (2016 reno)	欧莱雅角质顺滑护发膜250ml (2016 reno)	39	677	Keratin Smooth Hair Mask 	欧莱雅角质顺滑护发膜	0	1028	Arginine Resist	角质顺滑	8	Hair Care	Hair Care	34	Hair Care	Hair Care	ok	单品		角质顺滑	护发	发膜	角质顺滑护发膜	角质顺滑护发膜-250ml	250ml			美发
G1296101	13907	G1296101	Excellence Cream 6.30 172ml	卓韵霜染发霜6.30 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜6.30-时尚	卓韵霜6.30-时尚-172ml	172ml			美发
G1296101	24389	G1296101	Excellence Cream 6.30 172ml	卓韵霜染发霜6.30 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜6.30-时尚	卓韵霜6.30-时尚-172ml	172ml			美发
G1296101	24457	G1296101	Excellence Cream 6.30 172ml	卓韵霜染发霜6.30 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜6.30-时尚	卓韵霜6.30-时尚-172ml	172ml			美发
G1296201	13924	G1296201	Excellence Cream 6.13 172ml	卓韵霜染发霜6.13 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜6.13-时尚	卓韵霜6.13-时尚-172ml	172ml			美发
G1296201	24406	G1296201	Excellence Cream 6.13 172ml	卓韵霜染发霜6.13 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜6.13-时尚	卓韵霜6.13-时尚-172ml	172ml			美发
G1296201	24459	G1296201	Excellence Cream 6.13 172ml	卓韵霜染发霜6.13 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜6.13-时尚	卓韵霜6.13-时尚-172ml	172ml			美发
G1296601	13920	G1296601	excellence fashion gold 8.34 172ml	卓韵霜染发霜8.34 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜8.34-时尚	卓韵霜8.34-时尚-172ml	172ml			美发
G1296601	24402	G1296601	excellence fashion gold 8.34 172ml	卓韵霜染发霜8.34 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜8.34-时尚	卓韵霜8.34-时尚-172ml	172ml			美发
G1296601	24458	G1296601	excellence fashion gold 8.34 172ml	卓韵霜染发霜8.34 172ml	79	649	Excellence Fashion	卓韵霜染发霜	0	1022	Excellence Fashion	卓韵霜染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence Fashion	染发	染发	卓韵霜8.34-时尚	卓韵霜8.34-时尚-172ml	172ml			美发
