1	SKU ID	SKU_CODE	SKU INTLNAME	SKU LOCALNAME	SKU PRICE	PRD ID	PRD INTLNAME	PRD LOCALNAME	PRD SHORTDESC	LIN ID	FRANCHISEEN	FRANCHISECH	PCT ID CATEGORY	CATEGORYEN	CATEGORYCH	PCT ID ROUTINE	ROUTINEEN	ROUTINECH	备注	产品形式	功能系列	名称系列	二级分类	三级级分类	商品层-带作用系列	规范SKU名-规格	规格（ml）		产品组合明细	店铺
60407	245	00060407	Feria Bleach and Color	纷乐雅染浅发乳	59	31	Feria Bleach and Color	纷乐雅染浅发乳	Feria Bleach and Color 纷乐雅染浅发乳	113	Feria Color Booster	纷莹艳色染发凝露	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷乐雅	染发	染发	纷乐雅染浅发乳	纷乐雅染浅发乳	-			美发
60407	17304	00060407	Feria Bleach and Color	纷乐雅染浅发乳	59	31	Feria Bleach and Color	纷乐雅染浅发乳	Feria Bleach and Color 纷乐雅染浅发乳	113	Feria Color Booster	纷莹艳色染发凝露	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷乐雅	染发	染发	纷乐雅染浅发乳	纷乐雅染浅发乳	-			美发
60407	720	60407	FERIA BLEACH	纷乐雅染浅发乳BLEACH	59	31	Feria Bleach and Color	纷乐雅染浅发乳	Feria Bleach and Color 纷乐雅染浅发乳	113	Feria Color Booster	纷莹艳色染发凝露	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷乐雅	染发	染发	纷乐雅染浅发乳	纷乐雅染浅发乳	-			美发
60407	19221	60407	FERIA BLEACH	纷乐雅染浅发乳BLEACH	59	31	Feria Bleach and Color	纷乐雅染浅发乳	Feria Bleach and Color 纷乐雅染浅发乳	113	Feria Color Booster	纷莹艳色染发凝露	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷乐雅	染发	染发	纷乐雅染浅发乳	纷乐雅染浅发乳	-			美发
6056095	1047	06056095	FERIA 3D COLOR 56	纷莹护发染发乳56号50ML+50ML+20ML	75	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳56	纷莹护发染发乳56-120ml	120ml			美发
6056095	20291	06056095	FERIA 3D COLOR 56	纷莹护发染发乳56号50ML+50ML+20ML	75	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳56	纷莹护发染发乳56-120ml	120ml			美发
6056095	743	6056095	FERIA 3D COLOR 561	纷莹护发染发乳56号50ML+50ML+20ML1	75	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳56	纷莹护发染发乳56-120ml	120ml			美发
6056095	19244	6056095	FERIA 3D COLOR 561	纷莹护发染发乳56号50ML+50ML+20ML1	75	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳56	纷莹护发染发乳56-120ml	120ml			美发
10103195	219	10103195	Feria 3D Color 59	纷莹 59	69	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳59	纷莹护发染发乳59	-			美发
10103195	17280	10103195	Feria 3D Color 59	纷莹 59	69	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳59	纷莹护发染发乳59	-			美发
10103395	220	10103395	Feria 3D Color 45	纷莹 45	69	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳45	纷莹护发染发乳45	-			美发
10103395	17281	10103395	Feria 3D Color 45	纷莹 45	69	30	Feria 3D Color	纷莹护发染发乳	Feria 3D Color 纷莹护发染发乳	112	Feria 3D Color	纷莹护发染发乳	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹护发染发乳45	纷莹护发染发乳45	-			美发
24947010	744	24947010	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P48 捆绑装FCB BUNDLE P48	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P48	纷莹艳色染发凝露P48	-			美发
24947010	19245	24947010	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P48 捆绑装FCB BUNDLE P48	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P48	纷莹艳色染发凝露P48	-			美发
24947110	745	24947110	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P76 捆绑装FCB BUNDLE P76	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P76	纷莹艳色染发凝露P76	-			美发
24947110	19246	24947110	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P76 捆绑装FCB BUNDLE P76	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P76	纷莹艳色染发凝露P76	-			美发
24947410	746	24947410	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P46 捆绑装FCB BUNDLE P46	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P46	纷莹艳色染发凝露P46	-			美发
24947410	19247	24947410	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P46 捆绑装FCB BUNDLE P46	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P46	纷莹艳色染发凝露P46	-			美发
24947510	747	24947510	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P64捆绑装FCB BUNDLE P64	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P64	纷莹艳色染发凝露P64	-			美发
24947510	19248	24947510	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P64捆绑装FCB BUNDLE P64	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P64	纷莹艳色染发凝露P64	-			美发
24947610	748	24947610	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P75捆绑装FCB BUNDLE P75	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P75	纷莹艳色染发凝露P75	-			美发
24947610	19249	24947610	FERIA COLOR BOOSTER BUNDLE PAC	纷莹艳色染发凝露P75捆绑装FCB BUNDLE P75	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P75	纷莹艳色染发凝露P75	-			美发
25104110	749	25104110	EXCELLENCE NO.1	卓韵霜自然黑色1	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜1-经典	卓韵霜1-经典	-			美发
25104110	19250	25104110	EXCELLENCE NO.1	卓韵霜自然黑色1	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜1-经典	卓韵霜1-经典	-			美发
25104210	144	25104210	EXCELLENCE NO.2.10	卓韵霜微蓝黑色2.10	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜2.10-经典	卓韵霜2.10-经典	-			美发
25104210	17214	25104210	EXCELLENCE NO.2.10	卓韵霜微蓝黑色2.10	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜2.10-经典	卓韵霜2.10-经典	-			美发
25104410	146	25104410	EXCELLENCE NO.3.15	卓韵霜深灰赤褐色3.15	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜3.15-经典	卓韵霜3.15-经典	-			美发
25104410	17215	25104410	EXCELLENCE NO.3.15	卓韵霜深灰赤褐色3.15	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜3.15-经典	卓韵霜3.15-经典	-			美发
25104510	147	25104510	EXCELLENCE NO.3.16	卓韵霜深灰棕红色3.16	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜3.16-经典	卓韵霜3.16-经典	-			美发
25104510	17216	25104510	EXCELLENCE NO.3.16	卓韵霜深灰棕红色3.16	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜3.16-经典	卓韵霜3.16-经典	-			美发
25104710	149	25104710	EXCELLENCE NO.4.16	卓韵霜灰棕红色4.16	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜4.16-经典	卓韵霜4.16-经典	-			美发
25104710	17218	25104710	EXCELLENCE NO.4.16	卓韵霜灰棕红色4.16	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜4.16-经典	卓韵霜4.16-经典	-			美发
25104810	150	25104810	EXCELLENCE NO.4.20	卓韵霜深赤褐色4.20	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜4.20-经典	卓韵霜4.2-经典	-			美发
25104810	17219	25104810	EXCELLENCE NO.4.20	卓韵霜深赤褐色4.20	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜4.20-经典	卓韵霜4.2-经典	-			美发
25105010	151	25105010	EXCELLENCE NO.4.45	卓韵霜红铜棕色4.45	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜4.45-经典	卓韵霜4.45-经典	-			美发
25105010	17220	25105010	EXCELLENCE NO.4.45	卓韵霜红铜棕色4.45	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜4.45-经典	卓韵霜4.45-经典	-			美发
25105110	152	25105110	EXCELLENCE NO.5	卓韵霜自然浅棕色5	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5-经典	卓韵霜5-经典	-			美发
25105110	17221	25105110	EXCELLENCE NO.5	卓韵霜自然浅棕色5	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5-经典	卓韵霜5-经典	-			美发
25105210	750	25105210	EXCELLENCE NO.5.3	卓韵霜浅金棕色5.3	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.3-经典	卓韵霜5.3-经典	-			美发
25105210	19251	25105210	EXCELLENCE NO.5.3	卓韵霜浅金棕色5.3	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.3-经典	卓韵霜5.3-经典	-			美发
25105310	1045	25105310	EXCELLENCE NO.5.6	卓韵霜浅棕红色5.6	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.6-经典	卓韵霜5.6-经典	-			美发
25105310	20289	25105310	EXCELLENCE NO.5.6	卓韵霜浅棕红色5.6	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.6-经典	卓韵霜5.6-经典	-			美发
25105410	154	25105410	EXCELLENCE NO.5.64	卓韵霜深铜红色5.64	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.64-经典	卓韵霜5.64-经典	-			美发
25105410	17222	25105410	EXCELLENCE NO.5.64	卓韵霜深铜红色5.64	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.64-经典	卓韵霜5.64-经典	-			美发
25105510	751	25105510	EXCELLENCE NO.6.46	卓韵霜深红铜金黄色6.46	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.46-经典	卓韵霜6.46-经典	-			美发
25105510	19252	25105510	EXCELLENCE NO.6.46	卓韵霜深红铜金黄色6.46	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.46-经典	卓韵霜6.46-经典	-			美发
25105610	155	25105610	EXCELLENCE NO.6.54	卓韵霜深红褐铜金色6.54	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.54-经典	卓韵霜6.54-经典	-			美发
25105610	17223	25105610	EXCELLENCE NO.6.54	卓韵霜深红褐铜金色6.54	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.54-经典	卓韵霜6.54-经典	-			美发
25105710	1090	25105710	EXCELLENCE NO.6.66	卓韵霜红色6.66	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.66-经典	卓韵霜6.66-经典	-			美发
25105710	20328	25105710	EXCELLENCE NO.6.66	卓韵霜红色6.66	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.66-经典	卓韵霜6.66-经典	-			美发
25105810	752	25105810	EXCELLENCE NO.7.4	卓韵霜铜金黄色7.4	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.4-经典	卓韵霜铜金黄色7.4-经典	-			美发
25105810	19253	25105810	EXCELLENCE NO.7.4	卓韵霜铜金黄色7.4	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.4-经典	卓韵霜铜金黄色7.4-经典	-			美发
25105910	157	25105910	EXCELLENCE NO.7.62	卓韵霜浅亮红色7.62	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.62-经典	卓韵霜7.62-经典	-			美发
25105910	17224	25105910	EXCELLENCE NO.7.62	卓韵霜浅亮红色7.62	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.62-经典	卓韵霜7.62-经典	-			美发
25106010	158	25106010	EXCELLENCE NO.5.4	卓韵霜浅铜棕色5.4	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.4-经典	卓韵霜5.4-经典	-			美发
25106010	17225	25106010	EXCELLENCE NO.5.4	卓韵霜浅铜棕色5.4	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜5.4-经典	卓韵霜5.4-经典	-			美发
25106110	159	25106110	EXCELLENCE NO.6.34	卓韵霜深金铜金黄色6.34	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.34-经典	卓韵霜6.34-经典	-			美发
25106110	17226	25106110	EXCELLENCE NO.6.34	卓韵霜深金铜金黄色6.34	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.34-经典	卓韵霜6.34-经典	-			美发
25106210	1191	25106210	EXCELLENCE NO.7.35	卓韵霜金红褐金黄色7.35	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.35-经典	卓韵霜7.35-经典	-			美发
25106210	16076	25106210	EXCELLENCE NO.7.35	卓韵霜金红褐金黄色7.35	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.35-经典	卓韵霜7.35-经典	-			美发
25903710	161	25903710	EXCELLENCE 6.44	卓韵霜EXCELLENCE 6.44	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.44-经典	卓韵霜6.44-经典	-			美发
25903710	17227	25903710	EXCELLENCE 6.44	卓韵霜EXCELLENCE 6.44	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜6.44-经典	卓韵霜6.44-经典	-			美发
25903810	162	25903810	EXCLLENCE 7.40	卓韵霜EXCELLENCE 7.40	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.40-经典	卓韵霜7.40-经典	-			美发
25903810	17228	25903810	EXCLLENCE 7.40	卓韵霜EXCELLENCE 7.40	69	20	Excellence Cream	卓韵霜护发染发霜	Excellence 卓韵霜护发染发霜	109	Excellence Cream	卓韵霜护发染发霜	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		Excellence KIT	染发	染发	卓韵霜7.40-经典	卓韵霜7.40-经典	-			美发
25910410	825	25910410	EXFOTONIC EXFOLIATOR	活力焕肤磨砂者哩	100	21	EXFOTONIC EXFOLIATOR	活力焕肤磨沙者哩	EXFOTONIC EXFOLIATOR 活力焕肤磨沙者哩	3	Body Care	Body Care	2	Body Care	身体护理	2	Body Care	身体护理	ok	单品	Pure & Matte	劲能	男士护理	男士洁面	活力焕肤磨砂啫喱	活力焕肤磨砂啫喱-200ml	200ml			男士
25910410	19326	25910410	EXFOTONIC EXFOLIATOR	活力焕肤磨砂者哩	100	21	EXFOTONIC EXFOLIATOR	活力焕肤磨沙者哩	EXFOTONIC EXFOLIATOR 活力焕肤磨沙者哩	3	Body Care	Body Care	2	Body Care	身体护理	2	Body Care	身体护理	ok	单品	Pure & Matte	劲能	男士护理	男士洁面	活力焕肤磨砂啫喱	活力焕肤磨砂啫喱-200ml	200ml			男士
25947010	246	25947010	FERIA COLOR BOOSTER P48	纷莹艳色染发凝露P48	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P48	纷莹艳色染发凝露P48	-			美发
25947010	17305	25947010	FERIA COLOR BOOSTER P48	纷莹艳色染发凝露P48	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P48	纷莹艳色染发凝露P48	-			美发
25947110	247	25947110	FERIA COLOR BOOSTER P76	纷莹艳色染发凝露P76	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P76	纷莹艳色染发凝露P76	-			美发
25947110	17306	25947110	FERIA COLOR BOOSTER P76	纷莹艳色染发凝露P76	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P76	纷莹艳色染发凝露P76	-			美发
25947210	850	25947210	FERIA COLOR BOOSTER P78	纷莹艳色染发凝露P78	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P78	纷莹艳色染发凝露P78	-			美发
25947210	19351	25947210	FERIA COLOR BOOSTER P78	纷莹艳色染发凝露P78	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P78	纷莹艳色染发凝露P78	-			美发
25947310	940	25947310	FERIA COLOR BOOSTER P37	纷莹艳色染发凝露P37	69	32	Feria Booster	纷莹艳色染发凝露	Feria Booster 纷莹艳色染发凝露	114	Feria Original	Feria Original	5	Hair Color	染发产品	5	Hair Color	染发产品	ok	单品		纷莹	染发	染发	纷莹艳色染发凝露P37	纷莹艳色染发凝露P37	-			美发
